Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
109,Bench crunch,"Krut z ławką jest popularnym ćwiczeniem AB, który wykonywano na ławce.Jest w dużej mierze podobny do tego samego ćwiczenia wykonanego na podłodze, ale możliwość wciśnienia dolnego z powrotem do ławki może pomóc wzmocnić właściwą formę i zwiększyć oparzenie w ABS.Podobnie jak większość wariantów chrupiących, jest to zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej.",Strength Training,Abdominals,Other,Intermediate,,
110,Decline plate sit-up twist,"Skręt z opadaniem płyty spadek jest ważonym ćwiczeniem rdzenia, który działa na mięśnie brzuszne i brzuchy odbytnicy lub mięśnie „sześciopak”, a także mięśnie głębokiego rdzenia.Ważone warianty sit-up są zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na rdzeniu.",Strength Training,Abdominals,Other,Intermediate,,
111,Reverse ab roll-out,"Wdrożenie odwrotne AB to ćwiczenie ukierunkowane na brzuch.Jest to zwrot wdrożenia koła AB i jest podobny do ćwiczeń piły ciała, wykonywanego tylko na wałku piankowym.Zamiast poruszania się ramion, a dolna część ciała pozostała stacjonarna, dolna część ciała porusza się, a ramiona pozostają stacjonarne.Początkujący mogą potrzebować użyć ograniczonego zakresu ruchu.",Strength Training,Abdominals,Other,Intermediate,,
112,30 Seated Twist With PVC Pipe,Siedzący skręt prętowy jest podstawowym ćwiczeniem mającym na celu wzmocnienie ukośników.,Strength Training,Abdominals,Other,Intermediate,,
113,Suspended crunch-,"Zawieszony kryzys to ćwiczenie brzucha wykonywane z stopami w strzemionach układu zawieszenia.Kieruje się na mięśnie rdzenia, najbardziej widoczne mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także opodatowują ramiona i głębokie mięśnie rdzenia.",Strength Training,Abdominals,Other,Intermediate,,
114,Suspended oblique crunch,"Zawieszony skośny chrupek to ćwiczenie brzucha wykonywane z stopami w strzemionach układu zawieszenia.Kieruje się na mięśnie rdzenia, najbardziej widoczne skośne, ale także mięśnie brzuszne lub „sześciopakowe”, ramiona i głębokie mięśnie rdzenia.",Strength Training,Abdominals,Other,Intermediate,,
115,Weighted sit-up,"Ważone siedzenie jest trudniejszą wersją bardzo popularnego ruchu brzucha.Proste dodanie ciężaru sprawia, że ​​sit-up jest znacznie trudniejsza, zapewniając inny bodziec do rdzenia podczas treningu i pomagając budować silne brzucha.",Strength Training,Abdominals,Other,Intermediate,,
116,30 Decline Press Sit-Up,Sit-U-U-U-U-U-U-Up-U-U-U-Up-Up-Up-Up-Mover Ciała ukierunkowane na dolne brzuch i ramiona.,Strength Training,Abdominals,Other,Intermediate,,
117,Holman Towel Reverse Plank Alternating Heel Pull-in,,Strength Training,Abdominals,Other,Intermediate,,
118,Holman Boat with Weighted Cross Punch,,Strength Training,Abdominals,Other,Intermediate,,
119,Holman Weighted Hook Punch,,Strength Training,Abdominals,Other,Intermediate,,
120,Holman Weighted Traveling Punch,,Strength Training,Abdominals,Other,Intermediate,,
121,Holman Weighted Uppercut Punch,,Strength Training,Abdominals,Other,Intermediate,,
122,Holman Slow Weighted Double Pike,,Strength Training,Abdominals,Other,Intermediate,,
123,Holman Plate Straight Plank Reach,,Strength Training,Abdominals,Other,Intermediate,,
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,,Strength Training,Abdominals,Other,Intermediate,,
125,Holman Plate Hill Climber,,Strength Training,Abdominals,Other,Intermediate,,
126,Holman Plate Reverse Plank Hill Climber,,Strength Training,Abdominals,Other,Intermediate,,
127,Holman Plate Straight Plank Pike to Jack,,Strength Training,Abdominals,Other,Intermediate,,
128,Holman Plate In-and-Out Push-Up,,Strength Training,Abdominals,Other,Intermediate,,
129,Holman Plate Burpee,,Strength Training,Abdominals,Other,Intermediate,,
130,Holman Plate Elbow Plank Reach,,Strength Training,Abdominals,Other,Intermediate,,
131,Holman Elbow Plank to Renegade Row,,Strength Training,Abdominals,Other,Intermediate,,
132,Holman Straight Plank Weighted Hand Hill Climber,,Strength Training,Abdominals,Other,Intermediate,,
133,Holman Weighted Left Side Diagonal Pike,,Strength Training,Abdominals,Other,Intermediate,,
134,Holman Weighted Right Side Diagonal Pike,,Strength Training,Abdominals,Other,Intermediate,,
135,Holman Weighted W-Boat to Overhead Press,,Strength Training,Abdominals,Other,Intermediate,,
136,Holman Weighted Kneeling Lift,,Strength Training,Abdominals,Other,Intermediate,,
137,Holman Hips-Up Weighted Pull-Over,,Strength Training,Abdominals,Other,Intermediate,,
138,Holman Weighted Cross Punch,,Strength Training,Abdominals,Other,Intermediate,,
139,Holman Straight-Leg Boat Hover Chest Press,,Strength Training,Abdominals,Other,Intermediate,,
140,Holman Weighted Pike,,Strength Training,Abdominals,Other,Intermediate,,
141,Holman Feet-Elevated Wax-On Wax-Off,,Strength Training,Abdominals,Other,Intermediate,,
142,Holman Elbow Plank to Towel Pike,,Strength Training,Abdominals,Other,Intermediate,,
143,Holman Seated Killer Abs Overhead Press,,Strength Training,Abdominals,Other,Intermediate,,
144,Holman Straight Plank Alternating Weighted Open,,Strength Training,Abdominals,Other,Intermediate,,
145,Holman Weighted Killer Abs with Overhead Press,,Strength Training,Abdominals,Other,Intermediate,,
146,Holman Weighted Split-Leg Pike,,Strength Training,Abdominals,Other,Intermediate,,
147,Holman Towel Reverse Plank Heel Pull-in,,Strength Training,Abdominals,Other,Intermediate,,
148,Stick Twist,,Strength Training,Abdominals,Other,Intermediate,,
149,Roc Everest,,Cardio,Abdominals,Other,Intermediate,,
150,Standing cable low-to-high twist,"Stojący kabel niski do wysokiego skrętu jest podstawowym ćwiczeniem ukierunkowanym na górne brzuch i skośne.Uważaj, aby wykonać go z kontrolą, w przeciwieństwie do gwałtownego skręcania, które może zranić plecy.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-15 na stronę, w ramach skoncentrowanej na rdzeniu części treningu.",Strength Training,Abdominals,Cable,Intermediate,9.3,Average
151,Single-arm high-cable side bend,Po drugiej stronie zakrętu bocznego z jednym ramieniem jest ćwiczeniem ukierunkowanym na skośne przy użyciu maszyny do stosu kablowego.,Strength Training,Abdominals,Cable,Intermediate,9.1,Average
152,Kneeling cable oblique crunch,"Uklędający kabel ukośny kryzys to popularne ćwiczenie izolacji rdzenia za pomocą mocowania liny i stosu kablowego podczas klęczącego na podłodze.Kieruje się przede wszystkim na skośnie i mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,9.0,Average
153,Kneeling cable crunch,"Klęczenie kabla klęczącego to popularne ćwiczenie izolacji rdzenia za pomocą mocowania linowego i stosu kablowego podczas klęczącego na podłodze.Kieruje się przede wszystkim mięśni brzusznych lub „sześciopak”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle w umiarkowanych do wysokich powtórzeniach, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,8.9,Average
154,Rope Crunch,"Klęczenie kabla klęczącego to popularne ćwiczenie izolacji rdzenia za pomocą mocowania linowego i stosu kablowego podczas klęczącego na podłodze.Przede wszystkim atakuje mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle u umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,8.6,Average
155,Standing cable crunch,"Stojący kabel jest popularnym podstawowym ćwiczeniem izolacyjnym za pomocą mocowania liny.Kieruje się przede wszystkim mięśni brzusznych lub „sześciopak”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle w umiarkowanych do wysokich powtórzeniach, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,8.6,Average
156,Bosu Ball Cable Crunch With Side Bends,,Strength Training,Abdominals,Cable,Beginner,8.5,Average
157,Standing Cable Wood Chop,Stojący kabel wysoko do niskiego skrętu jest podstawowym ćwiczeniem ukierunkowanym na dolne brzuch i skośne.,Strength Training,Abdominals,Cable,Intermediate,8.2,Average
158,Cable reverse crunch,"Odwrotne chrupnięcie kabla jest wykonywane na ziemi skierowanej od wysokiego koła pasowego, co pomaga w kierunku dolnej części brzucha.",Strength Training,Abdominals,Cable,Beginner,8.2,Average
159,Cable Russian Twists,,Strength Training,Abdominals,Cable,Beginner,8.1,Average
160,Pallof press with rotation,"Półka na prasie z obrotem jest dynamiczną zmianą palec, która zawiera obrót ważony od tułowia za pomocą rezystancji z koła pasowego.Ma na celu budowę siły brzucha i nauczanie właściwego stężenia.Można go wykonywać dla czasu lub dla przedstawicieli w części zorientowanej na rdzeń każdego treningu.",Strength Training,Abdominals,Cable,Intermediate,7.9,Average
161,Cable Seated Crunch,,Strength Training,Abdominals,Cable,Beginner,7.7,Average
162,Cable Judo Flip,,Strength Training,Abdominals,Cable,Beginner,5.0,Average
163,Exercise Ball Cable Crunch - Gethin Variation,"Ćwiczenie kulkowe jest popularnym ćwiczeniem na siłowni ukierunkowane na brzuch.W przeciwieństwie do kryzysów na podłodze lub ławce, używając piłki, możesz zwiększyć zakres ruchu i rozciągnąć i kurczyć ABS na każdym powtórzeniu.Kruz piłki można wykonać dla niskich powtórzeń z wolniejszym tempem, koncentrując się na twardym skurczu lub dla wyższych powtórzeń.",Strength Training,Abdominals,Cable,Intermediate,,
164,Standing cable high-to-low twist,"Stojący kabel wysoko do niskiego skrętu jest podstawowym ćwiczeniem ukierunkowanym na dolne brzuch i skośne.Uważaj, aby wykonać go z kontrolą, w przeciwieństwie do gwałtownego skręcania, które może zranić plecy.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-15 na stronę, w ramach skoncentrowanej na rdzeniu części treningu.",Strength Training,Abdominals,Cable,Intermediate,,
165,Bent-Over Reverse Cable Fly,,Strength Training,Abdominals,Cable,Intermediate,,
166,Standing Cable Crunch - Gethin Variation,"Stojący kabel jest popularnym podstawowym ćwiczeniem izolacyjnym za pomocą mocowania liny.Przede wszystkim atakuje mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle u umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,,
167,AM Cable Crunch,"Klęczenie kabla klęczącego to popularne ćwiczenie izolacji rdzenia za pomocą mocowania linowego i stosu kablowego podczas klęczącego na podłodze.Przede wszystkim atakuje mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle u umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,,
168,Tyler Holt Weighted Knee-To-Chest Crunch,,Strength Training,Abdominals,Cable,Intermediate,,
169,Standing cable twist,"Stojący zwrot kabla jest podstawowym ćwiczeniem, które atakuje brzuch, szczególnie na skośne.Uważaj, aby wykonać go z kontrolą, w przeciwieństwie do gwałtownego skręcania, które może zranić plecy.Zazwyczaj wykonuje się to dla umiarkowanych do wysokich powtórzeń, co najmniej 8-15 na stronę, w ramach skoncentrowanej na rdzeniu części treningu.",Strength Training,Abdominals,Cable,Intermediate,,
170,30 Cable Rope Crunch,"Klęczenie kabla klęczącego to popularne ćwiczenie izolacji rdzenia za pomocą mocowania linowego i stosu kablowego podczas klęczącego na podłodze.Przede wszystkim atakuje mięśnie brzuszne odbytnicy lub „sześciopakowe”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się go wcześnie w treningu AB, zwykle u umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,,
171,30 Cable Rope Oblique Crunch,"Uklędający kabel ukośny kryzys to popularne ćwiczenie izolacji rdzenia za pomocą mocowania liny i stosu kablowego podczas klęczącego na podłodze.Kieruje się przede wszystkim na skośnie i mięśnie brzuszne odbytnicy lub „sześciopak”, ale także wzmacnia mięśnie głębokiego rdzenia.Najczęściej wykonuje się to dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy.",Strength Training,Abdominals,Cable,Intermediate,,
172,Cable lying twist on ball,"Kabel leżący na piłce jest ćwiczeniem ukierunkowanym na rdzeń i ukośne z dodatkowym wyzwaniem stabilności, aby powstrzymać utratę pozycji na niestabilnej powierzchni.",Strength Training,Abdominals,Cable,Intermediate,,
173,30 Cable Pallof Press,"PRASA PALLOF to ćwiczenie izometryczne, które trenuje stabilność rdzenia.Najczęściej występuje w programach dla sportowców, którzy rywalizują w sporcie, które testują siłę, moc i ruchy funkcjonalne.",Strength Training,Abdominals,Cable,Intermediate,,
174,30 Cable Reverse Crunch On Ball,"Odwrotne chrupnięcie kabla na Bosu jest wykonywane na kuli Bosu między dwoma kołowami kablowymi, co pomaga w kierunku dolnej części brzucha i jest bardziej propriocepcyjnie trudne niż chrupnięcie odwrotnego kabla na podłodze.",Strength Training,Abdominals,Cable,Intermediate,,
175,30 Cable Reverse Crunch,"Odwrotne chrupnięcie kabla jest wykonywane na ziemi skierowanej od wysokiego koła pasowego, co pomaga w kierunku dolnej części brzucha.",Strength Training,Abdominals,Cable,Intermediate,,
176,Tyler Holt Cable Torso Twist,,Strength Training,Abdominals,Cable,Intermediate,,
177,Single-Arm Cable Outward-Facing Biceps Curl,"Kabel z jednoramiennym skierowanym na zewnątrz biceps to ćwiczenie kablowe, które są ukierunkowane na biceps.Jest wykonywany przed kablem skierowanym od stosu kablowego, aby zwiększyć zakres ruchu poprzez pełne rozszerzenie łokci.Ten ruch jest zwykle wykonywany dla umiarkowanych do wysokich powtórzeń w celu oparzenia i pompy w ramach treningu skoncentrowanego na ramieniu.",Strength Training,Abdominals,Cable,Intermediate,,
178,Biceps Rope Curl,,Strength Training,Abdominals,Cable,Intermediate,,
179,Kneeling Cable Crunches,,Strength Training,Abdominals,Cable,Intermediate,,
180,Ab Crunch Machine,"Maszyn Crunch to ćwiczenie maszynowe ukierunkowane na mięśnie brzuszne.Polega na siedzeniu pionowo w maszynie i zwijaniu tułowia w kierunku klatki piersiowej w stosunku do pewnego poziomu oporu.Na niektórych maszynach kolana również zwinął się z tułowia.Maszyny do kryzysu zwykle stosują dodatkowy opór w postaci seektoryzowanych stosów ciężarowych lub obciążenia płytami i są często wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub wyższy, w ramach części treningu ukierunkowanego na A.",Strength Training,Abdominals,Machine,Intermediate,8.0,Average
181,Smith machine straight-legged hip raise,"Proste hodowle bioder Smith Machine to ćwiczenie skierowane do mięśni brzucha.Ze względu na potencjalną niezręczność wejścia na pozycję, jest to zwykle wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej.Jeśli Twoja maszyna Smith ma paski bezpieczeństwa, ustaw je na wysokości, która umożliwia pełny zakres ruchu, jednocześnie zapewniając odpowiednią ochronę przed wagą potencjalnie spadającą.",Strength Training,Abdominals,Machine,Intermediate,8.0,Average
182,Machine crunch,"Maszyn Crunch to ćwiczenie maszynowe ukierunkowane na mięśnie brzuszne.Polega na siedzeniu pionowo w maszynie i zwijaniu tułowia w stosunku do wstępnie ustawionego poziomu oporu.Na niektórych maszynach kolana zwiną się również w kierunku tułowia.Maszyny do kryzysu zwykle stosują dodatkowy opór w postaci wybieranych stosów ciężarowych lub obciążenia płytami i są często wykonywane dla umiarkowanych do wysokich powtórzeń, takich jak 8-12 powtórzeń na zestaw lub więcej, w ramach części treningu skoncentrowanego na A.",Strength Training,Abdominals,Machine,Intermediate,,
